date,close
2015-01-05,454.41
2015-01-06,456.42
2015-01-07,463.84
2015-01-08,448.5
2015-01-09,450.69
2015-01-12,437.56
2015-01-13,439.01
2015-01-14,443.31
2015-01-15,455.78
2015-01-16,462.75
2015-01-19,428.15
2015-01-20,434.23
2015-01-21,453.24
2015-01-22,458.31
2015-01-23,459.19
2015-01-26,450.63
2015-01-27,442.59
2015-01-28,431.81
2015-01-29,424.94
2015-01-30,421.39
2015-02-02,401.71
2015-02-03,410.62
2015-02-04,407.4
2015-02-05,405.44
2015-02-06,396.04
2015-02-09,398.52
2015-02-10,406.29
2015-02-11,406.55
2015-02-12,408.66
2015-02-13,414.53
2015-02-16,415.79
2015-02-17,418.16
2015-02-25,411.49
2015-02-26,419.3
2015-02-27,416.35
2015-03-02,416.64
2015-03-03,413.47
2015-03-04,410.76
2015-03-05,404.81
2015-03-06,405.21
2015-03-09,409.6
2015-03-10,410.88
2015-03-11,411.4
2015-03-12,416.86
2015-03-13,417.61
2015-03-16,432.38
2015-03-17,440.22
2015-03-18,441.98
2015-03-19,438.38
2015-03-20,442.68
2015-03-23,446.55
2015-03-24,441.52
2015-03-25,430.63
2015-03-26,423.24
2015-03-27,425.12
2015-03-30,432.05
2015-03-31,425.85
2015-04-01,433.2
2015-04-02,434.46
2015-04-03,439.42
2015-04-07,439.9
2015-04-08,431.48
2015-04-09,421.63
2015-04-10,426.29
2015-04-13,430.79
2015-04-14,428.87
2015-04-15,422.95
2015-04-16,430.29
2015-04-17,445.25
2015-04-20,438.02
2015-04-21,448.22
2015-04-22,475.82
2015-04-23,473.52
2015-04-24,469.03
2015-04-27,475.02
2015-04-28,459.33
2015-04-29,462.96
2015-04-30,465.48
2015-05-04,466.66
2015-05-05,448.01
2015-05-06,438.54
2015-05-07,434.18
2015-05-08,433.02
2015-05-11,443.33
2015-05-12,455.01
2015-05-13,446.67
2015-05-14,454.69
2015-05-15,450.12
2015-05-18,446.99
2015-05-19,454.57
2015-05-20,456.52
2015-05-21,466.39
2015-05-22,475.08
2015-05-25,499.81
2015-05-26,521.33
2015-05-27,518.02
2015-05-28,487.17
2015-05-29,491.97
2015-06-01,531.09
2015-06-02,529.22
2015-06-03,519.33
2015-06-04,521.58
2015-06-05,521.18
2015-06-08,529.02
2015-06-09,523.63
2015-06-10,510.93
2015-06-11,503.55
2015-06-12,507.49
2015-06-15,497.3
2015-06-16,474.75
2015-06-17,475.44
2015-06-18,448.74
2015-06-19,420.8
2015-06-23,420.23
2015-06-24,439.81
2015-06-25,416.71
2015-06-26,356.16
2015-06-29,325.92
2015-06-30,361.52
2015-07-01,331.03
2015-07-02,312.42
2015-07-03,324.34
2015-07-06,330.82
2015-07-07,294.6
2015-07-08,254.9
2015-07-09,299.16
2015-07-10,325.43
2015-07-13,331.18
2015-07-14,322.2
2015-07-15,297.4
2015-07-16,298.78
2015-07-17,312.35
2015-07-20,325.41
2015-07-21,337.38
2015-07-22,338.3
2015-07-23,355.3
2015-07-24,345.2
2015-07-27,308.42
2015-07-28,309.49
2015-07-29,321.04
2015-07-30,311.69
2015-07-31,305.0
2015-08-03,297.14
2015-08-04,314.13
2015-08-05,311.73
2015-08-06,314.19
2015-08-07,325.5
2015-08-10,346.25
2015-08-11,333.66
2015-08-12,324.54
2015-08-13,331.54
2015-08-14,329.48
2015-08-17,326.7
2015-08-18,304.89
2015-08-19,307.9
2015-08-20,299.76
2015-08-21,292.6
2015-08-24,264.03
2015-08-25,259.35
2015-08-26,265.09
2015-08-27,275.86
2015-08-28,284.46
2015-08-31,278.74
2015-09-01,273.63
2015-09-02,270.99
2015-09-07,274.32
2015-09-08,285.23
2015-09-09,290.81
2015-09-10,283.91
2015-09-11,285.84
2015-09-14,277.32
2015-09-15,273.93
2015-09-16,283.68
2015-09-17,282.12
2015-09-18,284.03
2015-09-21,292.53
2015-09-22,293.04
2015-09-23,290.18
2015-09-24,291.08
2015-09-25,287.52
2015-09-28,288.3
2015-09-29,284.7
2015-09-30,285.77
2015-10-08,287.13
2015-10-09,287.92
2015-10-12,290.26
2015-10-13,291.3
2015-10-14,291.08
2015-10-15,292.37
2015-10-16,293.41
2015-10-19,293.05
2015-10-20,293.71
2015-10-21,292.41
2015-10-22,293.36
2015-10-23,294.06
2015-10-26,293.43
2015-10-27,293.6
2015-10-28,292.95
2015-10-29,292.89
2015-10-30,293.17
2015-11-02,291.73
2015-11-03,292.02
2015-11-04,294.18
2015-11-05,293.97
2015-11-06,295.45
2015-11-09,294.27
2015-11-10,294.21
2015-11-11,294.48
2015-11-12,294.1
2015-11-13,292.92
2015-11-16,292.59
2015-11-17,290.94
2015-11-18,290.15
2015-11-19,291.41
2015-11-20,291.59
2015-11-23,291.56
2015-11-24,291.44
2015-11-25,291.09
2015-11-26,290.86
2015-11-27,290.2
2015-11-30,290.4
2015-12-01,291.45
2015-12-02,291.75
2015-12-03,291.85
2015-12-04,291.47
2015-12-07,322.87
2015-12-08,315.63
2015-12-09,307.8
2015-12-10,305.62
2015-12-11,303.49
2015-12-14,306.69
2015-12-15,306.01
2015-12-16,305.95
2015-12-17,307.57
2015-12-18,305.54
2015-12-21,306.12
2015-12-22,306.51
2015-12-23,306.0
2015-12-24,305.95
2015-12-25,305.81
2015-12-28,303.17
2015-12-29,302.02
2015-12-30,298.76
2015-12-31,298.06
2016-01-04,291.53
2016-01-05,287.62
2016-01-06,288.34
2016-01-07,282.1
2016-01-08,280.27
2016-01-11,276.23
2016-01-12,281.33
2016-01-13,280.76
2016-01-14,285.28
2016-01-15,284.47
2016-01-18,279.34
2016-01-19,270.57
2016-01-20,261.12
2016-01-21,259.71
2016-01-22,261.18
2016-01-25,266.25
2016-01-26,259.73
2016-01-27,261.54
2016-01-28,263.48
2016-01-29,265.16
2016-02-01,265.74
2016-02-02,268.02
2016-02-03,268.04
2016-02-04,269.33
2016-02-05,268.76
2016-02-15,270.7
2016-02-16,275.03
2016-02-17,277.7
2016-02-18,281.96
2016-02-19,279.26
2016-02-22,280.03
2016-02-23,277.4
2016-02-24,276.09
2016-02-25,270.32
2016-02-26,270.02
2016-02-29,268.0
2016-03-01,270.12
2016-03-02,275.71
2016-03-03,274.07
2016-03-04,272.46
2016-03-07,273.56
2016-03-08,273.9
2016-03-09,272.52
2016-03-10,271.25
2016-03-11,271.44
2016-03-14,273.04
2016-03-15,272.59
2016-03-16,272.32
2016-03-17,274.52
2016-03-18,279.27
2016-03-21,279.61
2016-03-22,278.5
2016-03-23,278.1
2016-03-24,277.3
2016-03-25,277.38
2016-03-28,275.06
2016-03-29,273.76
2016-03-30,274.69
2016-03-31,273.7
2016-04-01,274.01
2016-04-05,277.49
2016-04-06,277.36
2016-04-07,275.69
2016-04-08,274.42
2016-04-11,276.9
2016-04-12,276.7
2016-04-13,279.05
2016-04-14,278.96
2016-04-15,275.51
2016-04-18,273.67
2016-04-19,274.05
2016-04-20,271.33
2016-04-21,269.56
2016-04-22,269.31
2016-04-25,267.52
2016-04-26,265.89
2016-04-27,266.23
2016-04-28,264.89
2016-04-29,264.73
2016-05-03,268.07
2016-05-04,267.81
2016-05-05,267.28
2016-05-06,265.2
2016-05-09,262.44
2016-05-10,263.45
2016-05-11,263.24
2016-05-12,264.04
2016-05-13,263.74
2016-05-16,264.74
2016-05-17,263.79
2016-05-18,261.99
2016-05-19,260.35
2016-05-20,260.25
2016-05-23,260.98
2016-05-24,260.66
2016-05-25,259.75
2016-05-26,259.26
2016-05-27,259.25
2016-05-30,259.42
2016-05-31,261.46
2016-06-01,261.56
2016-06-02,261.41
2016-06-03,261.5
2016-06-06,261.46
2016-06-07,258.13
2016-06-08,258.32
2016-06-13,257.12
2016-06-14,257.48
2016-06-15,258.24
2016-06-16,257.41
2016-06-17,257.39
2016-06-20,257.37
2016-06-21,257.56
2016-06-22,258.09
2016-06-23,258.47
2016-06-24,258.07
2016-06-27,258.06
2016-06-28,258.59
2016-06-29,259.88
2016-06-30,259.59
2016-07-01,259.54
2016-07-04,262.81
2016-07-05,264.16
2016-07-06,264.95
2016-07-07,264.74
2016-07-08,262.61
2016-07-11,262.07
2016-07-12,262.72
2016-07-13,265.81
2016-07-14,266.01
2016-07-15,265.55
2016-07-18,264.89
2016-07-19,264.18
2016-07-20,264.64
2016-07-21,266.9
2016-07-22,266.29
2016-07-25,265.67
2016-07-26,267.02
2016-07-27,265.5
2016-07-28,265.71
2016-07-29,263.87
2016-08-01,263.13
2016-08-02,263.59
2016-08-03,265.11
2016-08-04,265.77
2016-08-05,266.17
2016-08-08,266.71
2016-08-09,267.91
2016-08-10,268.04
2016-08-11,267.85
2016-08-12,268.92
2016-08-15,273.75
2016-08-16,273.33
2016-08-17,273.3
2016-08-18,274.55
2016-08-19,274.6
2016-08-22,273.26
2016-08-23,271.73
2016-08-24,271.28
2016-08-25,271.49
2016-08-26,271.65
2016-08-29,271.15
2016-08-30,270.59
2016-08-31,270.46
2016-09-01,270.06
2016-09-02,270.08
2016-09-05,270.66
2016-09-06,271.68
2016-09-07,272.75
2016-09-08,273.18
2016-09-09,273.55
2016-09-12,271.66
2016-09-13,271.7
2016-09-14,271.52
2016-09-19,271.92
2016-09-20,271.59
2016-09-21,271.75
2016-09-22,272.61
2016-09-23,272.4
2016-09-26,271.34
2016-09-27,271.04
2016-09-28,270.95
2016-09-29,271.34
2016-09-30,271.85
2016-10-10,272.08
2016-10-11,272.4
2016-10-12,272.68
2016-10-13,272.65
2016-10-14,272.93
2016-10-17,272.86
2016-10-18,273.93
2016-10-19,274.42
2016-10-20,274.6
2016-10-21,274.78
2016-10-24,275.72
2016-10-25,275.54
2016-10-26,275.15
2016-10-27,274.55
2016-10-28,275.31
2016-10-31,275.29
2016-11-01,275.48
2016-11-02,275.26
2016-11-03,275.82
2016-11-04,276.65
2016-11-07,277.19
2016-11-08,277.67
2016-11-09,277.38
2016-11-10,278.52
2016-11-11,279.67
2016-11-14,280.36
2016-11-15,279.69
2016-11-16,279.56
2016-11-17,279.64
2016-11-18,279.36
2016-11-21,279.29
2016-11-22,280.1
2016-11-23,280.03
2016-11-24,280.22
2016-11-25,280.45
2016-11-28,280.93
2016-11-29,279.74
2016-11-30,277.34
2016-12-01,275.95
2016-12-02,274.9
2016-12-05,271.02
2016-12-06,269.91
2016-12-07,271.46
2016-12-08,272.06
2016-12-09,272.16
2016-12-12,266.16
2016-12-13,264.64
2016-12-14,263.99
2016-12-15,261.06
2016-12-16,262.85
2016-12-19,260.1
2016-12-20,258.21
2016-12-21,262.09
2016-12-22,263.86
2016-12-23,263.83
2016-12-26,263.85
2016-12-27,264.03
2016-12-28,262.89
2016-12-29,263.41
2016-12-30,264.2
2017-01-03,265.03
2017-01-04,266.35
2017-01-05,266.45
2017-01-06,266.24
2017-01-09,267.75
2017-01-10,267.28
2017-01-11,266.61
2017-01-12,266.1
2017-01-13,265.41
2017-01-16,263.58
2017-01-17,264.26
2017-01-18,263.95
2017-01-19,263.97
2017-01-20,265.11
2017-01-23,265.39
2017-01-24,265.07
2017-01-25,265.62
2017-01-26,266.29
2017-02-03,264.39
2017-02-06,264.31
2017-02-07,264.3
2017-02-08,264.46
2017-02-09,265.15
2017-02-10,266.23
2017-02-13,266.89
2017-02-14,266.71
2017-02-15,266.4
2017-02-16,266.2
2017-02-17,265.09
2017-02-20,266.86
2017-02-21,268.39
2017-02-22,268.81
2017-02-23,268.75
2017-02-24,268.56
2017-02-27,267.73
2017-02-28,267.94
2017-03-01,267.58
2017-03-02,266.79
2017-03-03,266.55
2017-03-06,266.97
2017-03-07,268.28
2017-03-08,267.72
2017-03-09,267.04
2017-03-10,266.35
2017-03-13,267.44
2017-03-14,267.05
2017-03-15,266.93
2017-03-16,267.02
2017-03-17,265.87
2017-03-20,265.62
2017-03-21,266.35
2017-03-22,265.53
2017-03-23,265.57
2017-03-24,267.45
2017-03-27,267.34
2017-03-28,266.93
2017-03-29,266.99
2017-03-30,265.73
2017-03-31,265.61
2017-04-05,266.21
2017-04-06,265.97
2017-04-07,265.68
2017-04-10,265.13
2017-04-11,265.93
2017-04-12,266.18
2017-04-13,265.94
2017-04-14,264.66
2017-04-17,262.05
2017-04-18,262.28
2017-04-19,262.31
2017-04-20,263.21
2017-04-21,262.86
2017-04-24,260.41
2017-04-25,260.57
2017-04-26,261.93
2017-04-27,262.48
2017-04-28,262.93
2017-05-02,262.38
2017-05-03,263.28
2017-05-04,263.1
2017-05-05,262.45
2017-05-08,258.16
2017-05-09,257.63
2017-05-10,256.52
2017-05-11,256.14
2017-05-12,257.59
2017-05-15,257.59
2017-05-16,257.9
2017-05-17,258.13
2017-05-18,258.04
2017-05-19,258.12
2017-05-22,257.2
2017-05-23,255.88
2017-05-24,255.64
